title,price_ngn,listing_type,area,neighbourhood,address,bedrooms,bathrooms,toilets,property_type,description,pid,date_added,last_updated,source_url
Carcass 4 Bedroom Duplex With Bq For Sale Near Suncity,180000000,sale,Galadimawa,Galadimawa,"Behind Suncity Estate, Galadimawa Abuja",4,7,7,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PHPU,23-Mar-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-behind-suncity-estate-galadimawa-abuja-5PHPU
5 Bedroom Duplex With 2 Bq Rooms For Sale Near Suncity,300000000,sale,Galadimawa,Galadimawa,"Behind Suncity Estate, Galadimawa Abuja",5,7,7,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PHPW,23-Mar-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-sale-behind-suncity-estate-galadimawa-abuja-7PHPW
4 Bedroom Semi Detached Duplex,330000000,sale,Galadimawa,Galadimawa,Opposite Suncity Galadimawa Abuja,5,5,6,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2NMHY,05-Sep-25,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-sale-opposite-suncity-galadimawa-abuja-2NMHY
3 Bedrooms Bungalow,170000000,sale,Galadimawa,Galadimawa,Galadimawa Galadimawa Abuja,3,4,4,Bungalow,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PLLC,18-Apr-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-sale-galadimawa-galadimawa-abuja-4PLLC
3 Bedroom Apartment With Bq,125000000,sale,Galadimawa,Galadimawa,Galadimawa Abuja,3,3,,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PCWN,11-Feb-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-sale-galadimawa-abuja-4PCWN
4 Bedroom Semi Detached Duplex With Bq,225000000,sale,Galadimawa,Galadimawa,Galadimawa Abuja,4,4,,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",0PCWM,11-Feb-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-galadimawa-abuja-0PCWM
4 Bedroom Terrace Duplex With Bq,185000000,sale,Galadimawa,Galadimawa,Galadimawa Abuja,4,4,,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",6PCWN,11-Feb-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-galadimawa-abuja-6PCWN
5 Bedroom Detached Duplex With Bq,290000000,sale,Galadimawa,Galadimawa,Galadimawa Abuja,5,5,,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",6PCWM,11-Feb-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-sale-galadimawa-abuja-6PCWM
4 Bedroom Terrace Duplex,120000000,sale,Kubwa,Kubwa,Kubwa Abuja,4,4,,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4PJAW,27-Mar-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kubwa-abuja-4PJAW
2 Bedroom Terrace Duplex,85000000,sale,Kubwa,Kubwa,Kubwa Abuja,2,2,,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PJAX,27-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-kubwa-abuja-3PJAX
3 Bedroom Terrace Duplex,95000000,sale,Kubwa,Kubwa,Kubwa Abuja,3,3,,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",1PJAX,27-Mar-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kubwa-abuja-1PJAX
8 Units Of 2 Bedroom Terrace Duplex,75000000,sale,Kubwa,Kubwa,Kubwa Abuja,2,2,,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5NNBQ,12-Sep-25,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-kubwa-abuja-5NNBQ
3 Bedroom Bungalow,85000000,sale,Kubwa,Kubwa,"Kubwa, Abuja Kubwa Abuja",3,4,4,Bungalow,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PHAW,18-Mar-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kubwa-abuja-kubwa-abuja-2PHAW
Newly Built 4 Bedroom Semi Detached Duplex,120000000,sale,Kubwa,Kubwa,"Estate , F01 Fo1 Layout Kubwa Abuja",4,5,5,Semi-Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",8PHXT,26-Mar-26,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-estate-f01-fo1-layout-kubwa-abuja-8PHXT
4 Units Of Standard 2 Bedroom Block Of Flats,300000000,sale,Kubwa,Kubwa,F01 Fo1 Layout Kubwa Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PKPE,10-Apr-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-f01-fo1-layout-kubwa-abuja-5PKPE
Newly Built 2 Bedroom Flat,75000000,sale,Kubwa,Kubwa,F01 Tarred Road Kubwa Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PLEF,16-Apr-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-f01-tarred-road-kubwa-abuja-2PLEF
Newly Built 2 Bedroom Flat,40000000,sale,Kubwa,Kubwa,Estate Kubwa Fo1 Layout Kubwa Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PJDE,28-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-estate-kubwa-fo1-layout-kubwa-abuja-7PJDE
Blocks Of Flats,180000000,sale,Kubwa,Kubwa,Kubwa Abuja,6,10,10,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7PGWU,17-Mar-26,24-Apr-26,https://www.propertypro.ng/property/6-bedroom-house-for-sale-kubwa-abuja-7PGWU
4 Bedroom Flat,130000000,sale,Kubwa,Kubwa,Around Game Village Kubwa Abuja,4,4,5,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7NDGX,25-Jun-25,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-around-game-village-kubwa-abuja-7NDGX
3 Bedrooms Bungalow,40000000,sale,Kubwa,Kubwa,Kagini Opposite Arab Road Kubwa Abuja,3,4,4,Bungalow,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",3PLLW,19-Apr-26,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kagini-opposite-arab-road-kubwa-abuja-3PLLW
2 Bedroom Flat,45000000,sale,Kubwa,Kubwa,Kubwa F01 Kubwa Abuja,2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",9NYCD,22-Dec-25,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-kubwa-f01-kubwa-abuja-9NYCD
Newly Built And Spacious 3 Bedroom Apartment,125000000,sale,Dawaki,Dawaki,News Engineering Dawaki Dawaki Abuja,3,3,4,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4NVJM,22-Nov-25,24-Apr-26,https://www.propertypro.ng/property/3-bedroom-house-for-sale-news-engineering-dawaki-dawaki-abuja-4NVJM
2 Bedroom Apartment,100000000,sale,Dawaki,Dawaki,New Engineering Dawaki Dawaki Abuja,2,2,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",7NVJQ,22-Nov-25,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-new-engineering-dawaki-dawaki-abuja-7NVJQ
19 Units Of 4 Bedroom Terraced Duplex,280000000,sale,Dawaki,Dawaki,Dawaki Abuja,4,4,5,Terraced Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",4NNTT,18-Sep-25,24-Apr-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-dawaki-abuja-4NNTT
Spacious 2 Bedroom Flat,63000000,sale,Dawaki,Dawaki,"Dawaki Opposite Gwarinpa, Dawaki Abuja",2,3,3,Flat/Apartment,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",5PHZP,26-Mar-26,24-Apr-26,https://www.propertypro.ng/property/2-bedroom-house-for-sale-dawaki-opposite-gwarinpa-dawaki-abuja-5PHZP
5 Bedrooms Duplex Duplex,140000000,sale,Dawaki,Dawaki,Dawaki Dawaki Abuja,5,6,6,Detached Duplex,"Safety TipsDo not make any inspection fee without seeing the agent and property.Only pay Rental fee, Sales fee or any upfront payment after you verify the Landlord.Ensure you meet the Agent in an open location.The Agent does not represent PropertyPro and PropertyPro is not liable for any monetary transaction between you and the Agent.",2PJSK,02-Apr-26,24-Apr-26,https://www.propertypro.ng/property/5-bedroom-house-for-sale-dawaki-dawaki-abuja-2PJSK
